NBI #,Route,Place,County,FeatureIntersected,FacilityCarried,Location,Built,Reconstructed,Length(m),Suff.Rat.,MaterialDesign,DesignConstruction,Status,FunctionalClass,View
      53 0622,110,Los Angeles,Los Angeles,'N110-N101 & S110-S101,'STATE ROUTE 110,'07-LA-110-23.69-LA,1949,0,127,94,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",54610
      53 0637,5,Commerce,Los Angeles,'GARFIELD AVE,'INTERSTATE 5,'07-LA-005-10.88-CMRC,1952,1982,46,79.1,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54631
      53 0651S,10,Monterey Park,Los Angeles,'NEW AVE,'E10-NEW AV-E10,'07-LA-010-24.83-MONP,1953,0,24,84.2,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54649
      53 0652L,10,San Gabriel,Los Angeles,'DEL MAR AVE,'INTERSTATE 10 WB,'07-LA-010-25.33-SGB,1953,1972,24,83.4,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54650
      53 0652R,10,San Gabriel,Los Angeles,'DEL MAR AVE,'INTERSTATE 10 EB,'07-LA-010-25.33-SGB,1953,1972,24,81.2,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",54651
      53 0652S,10,San Gabriel,Los Angeles,'DEL MAR AVE,'E10-DEL MAR,'07-LA-010-25.33-SGB,1953,0,24,89.2,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54652
      53 0653L,10,Rosemead,Los Angeles,'ALHAMBRA WASH,'ROUTE 10 WB,'07-LA-010-25.50-RSMD,1953,1972,23,85.7,Steel,Slab,,"Principal Arterial - Interstate, Urban",54653
      53 0653R,10,Rosemead,Los Angeles,'ALHAMBRA WASH,'ROUTE 10 EB,'07-LA-010-25.50-RSMD,1953,1972,23,85.7,Steel,Slab,,"Principal Arterial - Interstate, Urban",54654
      53 0654K,10,Rosemead,Los Angeles,'SAN GABRIEL BLVD,'W10-SAN GABRIEL B,'07-LA-010-25.84-RSMD,1953,0,24,86.4,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54655
      53 0654L,10,Rosemead,Los Angeles,'SAN GABRIEL BLVD,'INTERSTATE 10 WB,'07-LA-010-25.84-RSMD,1953,1972,25,81.2,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",54656
      53 0654R,10,Rosemead,Los Angeles,'SAN GABRIEL BLVD,'INTERSTATE 10 EB,'07-LA-010-25.84-RSMD,1953,1972,24,81.2,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",54657
      53 0654S,10,Rosemead,Los Angeles,'SAN GABRIEL BLVD,'E10-SAN GABRIEL B,'07-LA-010-25.84-RSMD,1953,0,24,89,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54658
      53 0655L,10,Rosemead,Los Angeles,'WALNUT GROVE AVE,'INTERSTATE 10 WB,'07-LA-010-26.34-RSMD,1953,1972,24,85.7,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54659
      53 0655R,10,Rosemead,Los Angeles,'WALNUT GROVE AVE,'INTERSTATE 10 EB,'07-LA-010-26.34-RSMD,1953,1972,25,81,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54660
      53 0696,101,Los Angeles,Los Angeles,'ODIN STREET,'ROUTE 101,'07-LA-101-7.74-LA,1954,1965,22,78,Concrete,Slab,,"Principal Arterial - Other Freeways, Urban",54697
      53 0726,L030,Long Beach,Los Angeles,'INTERSTATE 710,'WILLOW STREET,'07-LA-710-7.89-LBCH,1947,0,54,71.3,Concrete continuous,Slab,Functionally Obsolete,"Local, Urban",54715
      53 0797,101,Los Angeles,Los Angeles,'IVAR AVE,'U.S. ROUTE 101,'07-LA-101-7.31-LA,1953,1977,12,83,Concrete,Slab,,"Principal Arterial - Other Freeways, Urban",54761
      53 0813,5,Norwalk,Los Angeles,'UP RR,'INTERSTATE 5,'07-LA-005-5.92-NRW,1953,0,12,81,Concrete,Slab,,"Principal Arterial - Interstate, Urban",54767
      53 0829,710,South Gate,Los Angeles,'UP RR,'INTERSTATE 710,'07-LA-710-17.58-SGT,1957,0,15,81,Concrete,Slab,,"Principal Arterial - Interstate, Urban",54780
      53 0830,710,South Gate,Los Angeles,'MILLER WAY,'INTERSTATE 710,'07-LA-710-17.68-SGT,1957,0,11,79,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",54781
      53 0850,710,Commerce,Los Angeles,'BNSF RY AMTRAK METROLIN,'INTERSTATE 710,'07-LA-710-22.41-CMRC,1954,0,8,81,Concrete,Slab,,"Principal Arterial - Interstate, Urban",54797
      53 0869,710,Commerce,Los Angeles,'TRIGGS STREET,'ROUTE 710,'07-LA-710-23.14-CMRC,1955,1967,18,84,Concrete,Slab,,"Principal Arterial - Interstate, Urban",54811
      53 0876K,710,Vernon,Los Angeles,'BANDINI BLVD,'S710-BANDINI OFFR,'07-LA-710-21.99-VER,1957,0,36,72.1,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",54817
      53 0877,710,Vernon,Los Angeles,'BANDINI BLVD,'INTERSTATE 710,'07-LA-710-21.99-VER,1957,1967,33,76,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",54818
      53 0898,110,Los Angeles,Los Angeles,'EXPOSITION BLVD,'INTERSTATE 110,'07-LA-110-20.00-LA,1956,1996,53,76,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",54832
      53 0926,110,Los Angeles,Los Angeles,'MANCHESTER AVE,'INTERSTATE 110,'07-LA-110-15.98-LA,1996,0,50,84,Prestressed concrete *,Slab,,"Principal Arterial - Interstate, Urban",54852
      53 0933,110,Los Angeles,Los Angeles,'PEDESTRIAN WALKWAY,'INTERSTATE 110,'07-LA-110-15.07-LA,1958,1988,99,63,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",54856
      53 1011,5,Los Angeles,Los Angeles,'LOS ANGELES AQUEDUCT CH,'INTERSTATE 5,'07-LA-005-R44.40-LA,1955,1970,15,77,Concrete,Slab,,"Principal Arterial - Interstate, Urban",54905
      53 1021R,10,El Monte,Los Angeles,'BALDWIN AVE,'INTERSTATE 10 EB,'07-LA-010-27.96-EMTE,1956,1972,12,81.4,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",54911
      53 1022L,10,El Monte,Los Angeles,'METROLINK  SCRTD BUSWAY,'I 10 WB,'07-LA-010S-28.01-EMTE,1956,1972,19,82.8,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",54912
      53 1023L,134,Los Angeles,Los Angeles,'MONTE BONITO DR,'STATE ROUTE 134 W,'07-LA-134-L9.72-LA,1955,0,39,64,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",54913
      53 1023R,134,Los Angeles,Los Angeles,'MONTE BONITO DR,'STATE ROUTE 134 E,'07-LA-134-L9.72-LA,1955,0,39,64,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",54914
      53 1029,10,El Monte,Los Angeles,'MEEKER RD,'INTERSTATE 10,'07-LA-010-29.34-EMTE,1956,2004,17,83,Concrete,Slab,,"Principal Arterial - Interstate, Urban",54917
      53 1033,110,Los Angeles,Los Angeles,'PRIVATE ACCESS,'INTERSTATE 110,'07-LA-110-2.58-LA,1956,1991,12,89.2,Concrete,Slab,,"Principal Arterial - Interstate, Urban",54921
      53 1034,91,Los Angeles,Los Angeles,'DOMINGUEZ CHANNEL,'STATE ROUTE 91,'07-LA-091-6.03-LA,1955,1985,13,88.2,Concrete,Slab,,"Principal Arterial - Other Freeways, Urban",54922
      53 1040,2,Los Angeles,Los Angeles,'DELAY DRIVE OH,'STATE ROUTE 2,'07-LA-002-16.12-LA,1958,1976,30,85.7,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",54925
      53 1060,101,Los Angeles,Los Angeles,'CORBIN AVE,'US HIGHWAY 101,'07-LA-101-22.75-LA,1959,0,28,82,Prestressed concrete *,Slab,,"Principal Arterial - Other Freeways, Urban",54944
      53 1106,,Glendale,Los Angeles,'I-5 SUPPLEMENTAL ROUTE,'SAN FERNANDO RD,'07-LA-005S-25.29-GNDL,1957,0,28,90.9,Concrete continuous,Slab,Functionally Obsolete,"Minor Arterial, Urban",54989
      53 1107,,Los Angeles,Los Angeles,'I-5 SUPPLEMENTAL ROUTE,'SAN FERNANDO RD W,'07-LA-005S-25.33-LA,1957,0,28,92.5,Concrete continuous,Slab,Functionally Obsolete,"Minor Arterial, Urban",54990
      53 1138,405,Carson,Los Angeles,'N110-N405 CONNECTOR RAM,'INTERSTATE 405,'07-LA-405-12.83-CRSN,1961,1999,27,77,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55023
      53 1145L,101,Los Angeles,Los Angeles,'N405-N101 CONNECTOR RAM,'US 101 SB,'07-LA-101-17.07L-LA,1958,0,33,79,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",55029
      53 1154,L342,Los Angeles,Los Angeles,'INTERSTATE 710,'CESAR E. CHAVEZ A,'07-LA-710-24.97-LA,1960,0,44,77.1,Steel,Slab,Functionally Obsolete,"Minor Arterial, Urban",55039
      53 1157,110,Los Angeles,Los Angeles,'PIPELINE RD,'INTERSTATE 110,'07-LA-110-2.39-LA,1956,1991,7,89.2,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55041
      53 1165,405,Long Beach,Los Angeles,'223RD STREET OH,'INTERSTATE 405,'07-LA-405-8.19-LBCH,1961,1998,44,85,Prestressed concrete *,Slab,,"Principal Arterial - Interstate, Urban",55045
      53 1209,405,Long Beach,Los Angeles,'LOS ANGELES RIVER,'INTERSTATE 405,'07-LA-405-7.40-LBCH,1963,0,212,68,Steel,Slab,,"Principal Arterial - Interstate, Urban",55086
      53 1210K,405,Long Beach,Los Angeles,'I 710 & CONNECTOR RAMPS,'WARDLOW RD-S405,'07-LA-405-7.57-LBCH,1961,0,84,91.9,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55090
      53 1235,405,Hawthorne,Los Angeles,'BNSF RY SPUR,'INTERSTATE 405,'07-LA-405-18.92-HAW,1963,0,8,64,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55113
      53 1238,405,Hawthorne,Los Angeles,'UP RR,'INTERSTATE 405,'07-LA-405-20.18-HAW,1963,1989,18,84,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55116
      53 1319,110,Los Angeles,Los Angeles,'W10-S110 CONNECTOR RAMP,'INTERSTATE 110,'07-LA-110-21.48-LA,1959,0,17,98,Concrete,Slab,,"Principal Arterial - Other Freeways, Urban",55185
      53 1350K,10,Los Angeles,Los Angeles,'EMBANKMENT,'STATE ST-W10 ON R,'07-LA-010-18.48-LA,1960,0,85,71.5,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55214
      53 1389L,5,Los Angeles,Los Angeles,'SB INTERSTATE 5,'EUCLID AVE OFF-RA,'07-LA-005-16.14-LA,1960,0,24,81.3,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55241
      53 1460,5,Los Angeles,Los Angeles,'DUVALL ST-S5 & S110 ONR,'ROUTE 5,'07-LA-005-20.94-LA,1961,1975,12,81,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55290
      53 1460S,5,Los Angeles,Los Angeles,'DUVALL ST-S5 & S110 RAM,'N110-N5 CONNECTOR,'07-LA-005-20.94-LA,1961,0,12,85.4,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55291
      53 1461,5,Los Angeles,Los Angeles,'S5-ELMGROVE ST OFF RAMP,'ROUTE 5,'07-LA-005-20.99-LA,1961,1975,13,81,Prestressed concrete *,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55292
      53 1461S,5,Los Angeles,Los Angeles,'S5-ELMGROVE ST OFF-RAMP,'N110-N5 CONNECTOR,'07-LA-005-20.99-LA,1961,0,13,90,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",55293
      53 1475G,2,Los Angeles,Los Angeles,'ROSEBUD AVE,'RAMP/CONNECTOR 2,'07-LA-002-14.84-LA,1962,0,30,82.1,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",55302
      53 1475L,2,Los Angeles,Los Angeles,'ROSEBUD AVE,'STATE ROUTE 2 WB,'07-LA-002-14.84-LA,1962,0,32,96.1,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",55303
      53 1475R,2,Los Angeles,Los Angeles,'ROSEBUD AVE,'STATE ROUTE 2 EB,'07-LA-002-14.84-LA,1962,0,28,96.1,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",55304
      53 1492K,110,Los Angeles,Los Angeles,'ROADWAY CUT SLOPE,'SB 110-SB 110 ONR,'07-LA-110-22.90-LA,1958,0,139,95.9,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",55311
      53 1521K,,Inglewood,Los Angeles,'S405-CENTURY BLVD OFF-R,'OLIVE ST-S405 ONR,'07-LA-405-22.55-ING,1963,0,43,92.9,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55324
      53 1522S,405,Inglewood,Los Angeles,'N405-MANCHESTER BL OFFR,'CENTURY BL-N405 O,'07-LA-405-22.53-ING,1963,0,41,89.9,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55325
      53 1550K,405,Los Angeles,Los Angeles,'HASKELL AVE,'RAMP/CONNECTOR 40,'07-LA-405-41.35-LA,1963,0,32,91.2,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",55346
      53 1655G,605,Downey,Los Angeles,'STUDEBAKER RD-N605 ON-R,'N605-N5&S5 CONN,'07-LA-605-R9.22-DNY,1965,0,28,77.3,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",55431
      53 1721,605,Cerritos,Los Angeles,'UP RR & LACMTA,'INTERSTATE 605,'07-LA-605-R4.71-CRTS,1966,0,16,78,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55493
      53 1880,210,Irwindale,Los Angeles,'BNSF RY,'INTERSTATE 210,'07-LA-210-R37.83-IRW,1968,0,10,83,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55624
      53 1906,210,Irwindale,Los Angeles,'ABANDONED RR ROW,'INTERSTATE 210,'07-LA-210-R36.70-IRW,1968,0,7,85,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55649
      53 1996,210,Glendora,Los Angeles,'SAN DIMAS CHANNEL,'STATE ROUTE 210,'07-LA-210-R44.43-GDR,1970,0,216,85,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55757
      53 2045R,210,Pasadena,Los Angeles,'ABANDONED RR ROW,'INTERSTATE 210 EB,'07-LA-210-R29.09-PAS,1976,0,19,84,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55807
      53 2077,210,La Verne,Los Angeles,'PUDDINGSTONE CHANNEL,'INTERSTATE 210,'07-LA-210-R46.35-LVN,1970,0,7,95.1,Concrete,Slab,,"Principal Arterial - Interstate, Urban",55838
      53 2152,1,Los Angeles,Los Angeles,'TEXACO OH,'STATE ROUTE 1,'07-LA-001-8.69-LA,1967,0,9,91.3,Concrete,Slab,,"Principal Arterial - Other, Urban",55905
      53 2627,103,Los Angeles,Los Angeles,'ANAHEIM STREET OH,'RTE 103,'07-LA-103-0.90-LA,1947,0,471,88.7,Steel,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",56285
      53 2636,10,El Monte,Los Angeles,'LAFC ACCESS ROAD,'E10 & W10 BUSWAYS,'07-LA-010S-28.32-EMTE,1972,0,10,100,Concrete,Slab,,"Principal Arterial - Interstate, Urban",56287
      53 2666F,91,Los Angeles,Los Angeles,'UTILITY COMPANY ACCESS,'W91-N110 CONNECTO,'07-LA-091-R6.39-LA,1985,0,23,97.1,Concrete continuous,Slab,,"Principal Arterial - Other Freeways, Urban",56304
      53 2668G,110,Los Angeles,Los Angeles,'ACCESS RD,'N110-E91 CONNECTO,'07-LA-110-9.76-LA,1985,0,25,94.8,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",56306
      53 2669G,110,Los Angeles,Los Angeles,'ACCESS RD (DIRT),'N110-W91 CONNECTO,'07-LA-110-9.95-LA,1985,0,19,96.5,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",56307
      53 2705F,605,Norwalk,Los Angeles,'FIRESTONE BL-S605 ON-RM,'S605-W105 CONN,'07-LA-605-R8.04-NRW,1992,0,50,94.3,Concrete,Slab,,"Principal Arterial - Interstate, Urban",56337
      53 2760Y,91,Los Angeles,Los Angeles,'DOMINGUEZ CHANNEL,'PARK & RIDE ACCES,'07-LA-091-6.03-LA,1994,0,23,93.8,Concrete continuous,Slab,Functionally Obsolete,"Local, Urban",56367
      53 2768R,405,Long Beach,Los Angeles,'SB 405-STUDEBAKER OFFRM,'INTERSTATE 405 SB,'07-LA-405-0.46-LBCH,1993,0,80,72.7,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",56369
      53 2769K,405,Long Beach,Los Angeles,'WOODRUFF AVE,'SB 405-STUDEBAKER,'07-LA-405-0.66-LBCH,1993,0,58,78.4,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",56370
      53 2778R,110,Los Angeles,Los Angeles,'ROADWAY FILL & PARKING,'2 RGHT LANES I-11,'07-LA-110-19.52-LA,1996,0,102,83,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",56374
      53 2798,2,Pasadena,Los Angeles,'HILLSIDE,'SR 2 EB,'07-LA-002-28.43-PAS,1995,0,24,96.6,Concrete continuous,Slab,,"Principal Arterial - Other, Urban",56394
      53 2799,2,Pasadena,Los Angeles,'HILLSIDE,'SR 2 EB,'07-LA-002-28.46-PAS,1995,0,30,96.6,Concrete continuous,Slab,,"Principal Arterial - Other, Rural",56395
      53 2856L,,Los Angeles,Los Angeles,'INTERSTATE 110 SB LANE,'LRT,'07-LA-110-20.59-LA,1996,0,170,78.5,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other, Urban",56414
      53 2858L,110,Los Angeles,Los Angeles,'HILLSIDE,'STATE ROUTE 110 S,'07-LA-110-25.05L-LA,2001,0,62,81,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",56416
      53 2859L,110,Los Angeles,Los Angeles,'HILLSIDE,'STATE ROUTE 110 S,'07-LA-110-24.75L-LA,2001,0,216,75.5,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Other Freeways, Urban",56417
      53 2868,210,Claremont,Los Angeles,'LIVE OAK CANYON WASH,'ROUTE 210,'07-LA-210-R49.02-CLA,2000,0,17,85.5,Prestressed concrete *,Slab,,"Principal Arterial - Other Freeways, Urban",56421
      53 2870,210,Claremont,Los Angeles,'THOMPSON CREEK,'INTERSTATE 210,'07-LA-210-R49.37-CLA,2001,0,13,80,Prestressed concrete *,Slab,,"Principal Arterial - Other Freeways, Urban",56423
      53C0067,,Los Angeles,Los Angeles,'PEDESTRIAN WALKWAY,'ANAHEIM ST,'0.1 MI E/O GAFFEY ST,1945,0,57,88.8,Concrete continuous,Slab,,"Principal Arterial - Other, Urban",56494
      53C0088,L368,Irwindale,Los Angeles,'SAW PIT WASH,'PECK RD,'1/2 MI S LIVE OAK AVE,1960,0,21,88.1,Concrete,Slab,,"Principal Arterial - Other, Urban",56510
      53C0128,Q940,West Covina,Los Angeles,'CHARTER OAK WASH,'GARVEY AVE S,'0.1MI E/O CITRUS ST,1956,1972,10,95.4,Concrete,Slab,,"Collector, Urban",56521
      53C0149,,La Mirada,Los Angeles,'COYOTE CRK,'FIRESTONE BLVD S,'0.8MI E/O VALLEY VIEW AV,1950,0,27,78.7,Concrete continuous,Slab,,"Principal Arterial - Interstate, Urban",56533
      53C0150,,La Mirada,Los Angeles,'COYOTE CRK,'FIRESTONE BLVD N,'0.9MI E/O VALLEY VIEW AV,1950,0,27,74.3,Concrete continuous,Slab,Functionally Obsolete,"Principal Arterial - Interstate, Urban",56534
      53C0153,,Los Angeles,Los Angeles,'FIGUEROA STREET,'TEMPLE STREET,'0.1 M SE FWY 110,1940,0,16,71.1,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Other, Urban",56536
      53C0210,L028,Long Beach,Los Angeles,'LOS CERRITOS DRAIN,'ANAHEIM ROAD,'300FT W/O STUDEBAKER RD,1984,0,47,72.9,Prestressed concrete *,Slab,Functionally Obsolete,"Minor Arterial, Urban",56560
      53C0214,L058,Long Beach,Los Angeles,'LOS CERRITOS DRAINAGE C,'LOS COYOTES DIAGO,'150' SOUTH OF SPRING ST,1954,0,36,93.3,Concrete continuous,Slab,,"Minor Arterial, Urban",56562
      53C0215,L030,Long Beach,Los Angeles,'LOS CERITOS DRAIN,'WILLOW STREET,'400FT W/O  PALO VERDE AV,1954,1966,58,40.2,Concrete,Slab,Structurally Deficient,"Principal Arterial - Other, Urban",56563
      53C0216,L729,Long Beach,Los Angeles,'LOS CERITOS DRN CHANNEL,'PALO VERDE AVE,'250FT S/O WILLOW ST,1956,0,49,88.1,Concrete,Slab,Structurally Deficient,"Minor Arterial, Urban",56564
      53C0218,L066,Long Beach,Los Angeles,'LOS CERRITOS DRAIN CHAN,'CLARK AVE,'100FT S/O SPRING ST,1954,1977,23,74.1,Concrete continuous,Slab,Functionally Obsolete,"Minor Arterial, Urban",56565
      53C0232,,Lakewood,Los Angeles,'DEL AMO DRAINAGE CHANNE,'GRAYWOOD AVE,'50' S DEL AMO BL,1952,0,14,77.7,Concrete,Slab,Functionally Obsolete,"Local, Urban",56573
      53C0247,,Los Angeles,Los Angeles,'LOS ANGELES RIVER,'HAZELTINE AVE,'SOUTH OF US-101,1960,0,19,94.1,Concrete,Slab,,"Minor Arterial, Urban",56579
      53C0270,L381,Covina,Los Angeles,'WALNUT CREEK,'GRAND AVE,'0.2 MI N OF I-10,1961,0,10,92.1,Concrete,Slab,,"Principal Arterial - Other, Urban",56588
      53C0273,L373,Pomona,Los Angeles,'SAN JOSE CREEK,'TEMPLE AVE,'1/4 MI W OF VALLEY BLVD,1961,0,13,90.6,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Other, Urban",56589
      53C0275,,Los Angeles,Los Angeles,'CENTINELA CREEK,'LA TIJERA BLVD,'50' E/O FWY 405,1936,1963,65,83.2,Other,Slab,,"Principal Arterial - Other, Urban",56590
      53C0279,,Los Angeles,Los Angeles,'WESTWOOD FLOOD CON CHAN,'SEPULVEDA BLVD,'0.20 M N/O PALMS  BLVD,1956,0,18,93.6,Concrete,Slab,,"Principal Arterial - Other, Urban",56591
      53C0281,L030,Long Beach,Los Angeles,'W ACCESS RD UC,'WILLOW ST,'0.5MI W/O SAN GAB RI FWY,1962,0,13,63.9,Concrete,Slab,Structurally Deficient,"Principal Arterial - Other, Urban",56593
      53C0282,L030,Long Beach,Los Angeles,'EDISON ACCESS RD UC,'WILLOW ST,'0.3MI W/O SAN GAB RI FWY,1962,0,13,61.8,Concrete,Slab,Structurally Deficient,"Principal Arterial - Other, Urban",56594
      53C0338,L164,Norwalk,Los Angeles,'SPTCO,'FIRESTONE BLVD,'0.6MI E/O SAN GAB RIV FW,1954,0,13,90.4,Concrete,Slab,,"Principal Arterial - Other, Urban",56625
      53C0367,L727,Pasadena,Los Angeles,'MTA,'WALNUT ST,'0.1 MI E FAIR OAKS AVE,1976,0,12,90.1,Concrete,Slab,Functionally Obsolete,"Minor Arterial, Urban",56635
      53C0368,,Los Angeles,Los Angeles,'PACOIMA WASH,'LAUREL CANYON BLV,'BTWN PAXTN ST/CHAMBLN ST,1954,1976,24,93.6,Concrete,Slab,,"Principal Arterial - Other, Urban",56636
      53C0369,L528,La Verne,Los Angeles,'LIVE OAK WASH,'ARROW HIGHWAY,'0.6 MI W WHITE AVE,1935,1967,10,75.2,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Other, Urban",56637
      53C0376,L493,Irwindale,Los Angeles,'UP RR,'FOOTHILL BLVD,'100 FT W IRWINDALE AVE,1950,0,7,92.7,Concrete,Slab,,"Principal Arterial - Other, Urban",56640
      53C0409,Q498,Monrovia,Los Angeles,'SAWPIT WASH,'MTN AVE,'0.2MI N/O HUNTINGTON DR,1956,0,17,74.6,Concrete,Slab,Functionally Obsolete,"Principal Arterial - Other, Urban",56658
      53C0432,L353,Pomona,Los Angeles,'SAN JOSE CREEK,'VALLEY BLVD,'0.8 MI E/O GRAND AVE,1961,1976,13,90.8,Concrete,Slab,,"Principal Arterial - Other, Urban",56671
      53C0434,L515,El Monte,Los Angeles,'ARCADIA WASH,'LOWER AZUSA RD,'0.4MI W/O SANTA ANITA AV,1959,0,11,58.3,Concrete,Slab,,"Minor Arterial, Urban",56673
      53C0436,L515,Irwindale,Los Angeles,'SAN GABRIEL RIV,'LOWER AZUSA RD,'0.3MI W/O IS 605,1960,1975,172,69.9,Concrete continuous,Slab,,"Minor Arterial, Urban",56675
      53C0441,L528,Covina,Los Angeles,'SAN DIMAS WASH,'ARROW HWY,'0.3MI W/O I-10 FWY,1959,0,24,91.5,Concrete,Slab,Structurally Deficient,"Principal Arterial - Other, Urban",56680
      53C0446,L516,Irwindale,Los Angeles,'SAN GABRIEL RIVER,'LIVE OAK AVE,'0.3 MI E SAN GAB R FWY,1961,1973,125,92.1,Concrete continuous,Slab,,"Minor Arterial, Urban",56684
      53C0450,L364,San Gabriel,Los Angeles,'RUBIO WASH,'SAN GABRIEL BLVD,'1/4 MI S OF LAS TUNAS DR,1914,1925,12,94,Concrete continuous,Slab,,"Principal Arterial - Other, Urban",56687
      53C0454,L074,Lakewood,Los Angeles,'PALO VERDE DRAIN,'SOUTH ST,'0.3Mi E/O WOODRUFF AVE,1955,0,13,92,Concrete,Slab,,"Minor Arterial, Urban",56691
      53C0475,,Los Angeles,Los Angeles,'ALISO CREEK,'SHERMAN WAY,'0.05 M EAST WILBUR AVE,1954,0,20,63.5,Concrete,Slab,,"Principal Arterial - Other, Urban",56707
      53C0476,,Los Angeles,Los Angeles,'BULL CREEK,'SHERMAN WAY,'1.3 MI WEST OF I-405,1954,1973,19,86,Concrete continuous,Slab,,"Principal Arterial - Other, Urban",56708
